,date,fiscal_period,permno,gics_6d,ret_ex_3d,date_diff,doy_diff
144001,2021-11-11,2021-09-30,91683,255040,0.13761759,0,-2
144065,2021-02-17,2020-12-31,91688,403010,0.0725011,0,-2
144066,2021-04-22,2021-03-31,91688,403010,0.009766213,0,-2
144067,2021-07-22,2021-06-30,91688,403010,-0.06589915,0,-2
144068,2021-10-28,2021-09-30,91688,403010,-0.02920162,7,5
144078,2021-05-11,2021-03-31,91689,151040,-0.004293838,5,2
144079,2021-11-09,2021-09-30,91689,151040,0.08360362,5,3
144135,2021-02-25,2020-12-31,91727,255040,-0.19832708,2,0
144136,2021-05-03,2021-03-31,91727,255040,-0.055058282,-1,-3
144137,2021-08-02,2021-06-30,91727,255040,0.23694682,-2,-4
144138,2021-11-01,2021-09-30,91727,255040,-0.06760725,-3,-4
144171,2021-08-11,2021-06-30,91734,203030,0.08513399,0,-1
144172,2021-11-16,2021-09-30,91734,203030,-0.25130463,-2,-4
144293,2021-11-04,2021-09-30,91754,451020,0.13632846,-4,-6
144316,2021-03-03,2020-12-31,91801,601010,0.013457315,7,5
144317,2021-05-10,2021-03-31,91801,601010,-0.023621073,12,-47
144318,2021-08-09,2021-06-30,91801,601010,-0.040407214,7,5
144319,2021-11-09,2021-09-30,91801,601010,-0.06305213,8,6
144424,2021-03-01,2020-12-31,91818,403010,0.040225584,4,1
144425,2021-05-10,2021-03-31,91818,403010,-0.057558957,4,2
144426,2021-08-09,2021-06-30,91818,403010,-0.019310476,0,-2
144427,2021-11-05,2021-09-30,91818,403010,-0.021556955,0,-5
144551,2021-11-08,2021-09-30,91822,502010,0.0069644796,7,5
144607,2021-03-08,2020-12-31,91826,255020,-0.10465674,-1,-2
144608,2021-05-10,2021-03-31,91826,255020,0.075040035,4,3
144609,2021-08-05,2021-06-30,91826,255020,0.13095307,-4,-6
144610,2021-11-02,2021-09-30,91826,255020,-0.07757539,-6,-8
144641,2021-02-25,2020-12-31,91832,352010,0.020423722,1,-1
144642,2021-05-06,2021-03-31,91832,352010,0.013348693,0,-2
144643,2021-08-05,2021-06-30,91832,352010,0.059332807,0,-2
144644,2021-11-04,2021-09-30,91832,352010,0.06519146,0,-2
144695,2021-03-23,2020-12-31,91834,402030,-0.0032213873,26,24
144696,2021-08-05,2021-06-30,91834,402030,0.02663911,0,-1
144697,2021-11-09,2021-09-30,91834,402030,0.008053306,0,-1
144721,2021-02-03,2020-12-31,91836,452010,0.06611501,-1,-3
144722,2021-05-05,2021-03-31,91836,452010,-0.101101145,-6,-8
144723,2021-08-25,2021-06-30,91836,452010,-0.1057456,-1,-3
144724,2021-11-03,2021-09-30,91836,452010,0.026084874,-1,-3
144803,2021-02-02,2020-12-31,91849,451020,0.00051561726,5,2
144804,2021-05-04,2021-03-31,91849,451020,0.046399847,-2,-5
144805,2021-08-12,2021-06-30,91849,451020,0.0062635615,1,0
144806,2021-11-03,2021-09-30,91849,451020,-0.039812572,6,3
144851,2021-02-24,2020-12-31,91850,101020,-0.015660247,2,-1
144852,2021-05-04,2021-03-31,91850,101020,0.004023524,5,3
144853,2021-08-05,2021-06-30,91850,101020,-0.041999437,0,-2
144854,2021-11-04,2021-09-30,91850,101020,-0.01748183,0,-3
144910,2021-01-26,2020-12-31,91855,401010,-0.03747777,5,3
144911,2021-04-20,2021-03-31,91855,401010,-0.013406299,0,-2
144912,2021-07-27,2021-06-30,91855,401010,0.004136636,7,5
144913,2021-10-26,2021-09-30,91855,401010,-0.029678136,7,6
145033,2021-01-29,2020-12-31,91895,203030,0.074070066,-5,-7
145034,2021-04-29,2021-03-31,91895,203030,0.028955974,-7,-8
145035,2021-07-30,2021-06-30,91895,203030,-0.001696326,1,-2
145036,2021-11-04,2021-09-30,91895,203030,0.0076841814,2,1
145072,2021-02-09,2020-12-31,91900,502020,0.36373132,5,4
145103,2021-01-28,2020-12-31,91901,453010,0.0030976012,0,-2
145104,2021-05-06,2021-03-31,91901,453010,0.01205583,0,-2
145105,2021-07-29,2021-06-30,91901,453010,0.044900764,0,-2
145106,2021-10-28,2021-09-30,91901,453010,0.02191694,0,-2
145157,2021-01-28,2020-12-31,91902,151040,0.01986092,0,-2
145158,2021-04-29,2021-03-31,91902,151040,0.03016788,0,-2
145159,2021-07-29,2021-06-30,91902,151040,-0.0240916,0,-2
145160,2021-11-18,2021-09-30,91902,151040,0.054049917,0,-2
145213,2021-02-02,2020-12-31,91907,452020,0.021978037,-2,-4
145214,2021-05-04,2021-03-31,91907,452020,-0.01026106,-2,-4
145215,2021-08-10,2021-06-30,91907,452020,-0.006281477,0,-2
145216,2021-11-02,2021-09-30,91907,452020,0.15499821,0,-2
145284,2021-02-26,2020-12-31,91915,502020,-0.011259995,7,5
145285,2021-05-07,2021-03-31,91915,502020,-0.012614058,1,-28
145286,2021-08-06,2021-06-30,91915,502020,0.0002869311,2,1
145287,2021-11-05,2021-09-30,91915,502020,0.018262783,1,-1
145338,2021-01-14,2020-12-31,91926,203020,0.00085376616,0,0
145339,2021-04-15,2021-03-31,91926,203020,-0.057003807,-6,-8
145340,2021-07-14,2021-06-30,91926,203020,-0.013948855,0,-1
145341,2021-10-13,2021-09-30,91926,203020,-0.057298653,1,-1
145392,2021-02-04,2020-12-31,91937,501020,-0.062296923,0,-2
145393,2021-05-04,2021-03-31,91937,501020,0.023403587,-2,-3
145394,2021-07-29,2021-06-30,91937,501020,0.00039313952,-7,-9
145395,2021-11-02,2021-09-30,91937,501020,0.060229763,-2,-4
145470,2021-01-27,2020-12-31,91959,401020,-0.042462625,0,-2
145471,2021-04-28,2021-03-31,91959,401020,-0.025100479,0,-3
145472,2021-07-28,2021-06-30,91959,401020,-0.01560494,0,-2
145473,2021-10-27,2021-09-30,91959,401020,0.023060875,0,-2
145532,2021-08-04,2021-06-30,91966,402030,0.038592454,0,-2
145533,2021-11-17,2021-09-30,91966,402030,0.014673861,-1,-3
145599,2021-01-28,2020-12-31,91968,401020,-0.054131147,0,-2
145600,2021-04-29,2021-03-31,91968,401020,-0.03445858,0,-2
145601,2021-07-29,2021-06-30,91968,401020,-0.0027371468,0,-2
145602,2021-10-28,2021-09-30,91968,401020,0.0042879726,0,-2
145663,2021-02-08,2020-12-31,91975,201030,-0.05457273,7,5
145664,2021-05-10,2021-03-31,91975,201030,0.0033343297,6,4
145665,2021-08-09,2021-06-30,91975,201030,-0.015737543,6,4
145666,2021-11-15,2021-09-30,91975,201030,0.026358474,0,-2
145727,2021-03-02,2020-12-31,91977,302020,-0.06982552,7,5
145728,2021-05-11,2021-03-31,91977,302020,0.0048355768,7,5
145729,2021-08-05,2021-06-30,91977,302020,0.0021810175,7,5
145730,2021-11-04,2021-09-30,91977,302020,0.051828124,0,-2
145775,2021-02-16,2020-12-31,91979,201070,0.14087002,-16,-18
145776,2021-04-29,2021-03-31,91979,201070,-0.047023457,-6,-7
145777,2021-08-05,2021-06-30,91979,201070,-0.009928503,0,-2
145778,2021-11-09,2021-09-30,91979,201070,0.004613571,12,10
145830,2021-02-16,2020-12-31,91983,101020,-0.0044165235,-13,-10
145831,2021-04-28,2021-03-31,91983,101020,0.06781863,-12,-14
145832,2021-08-02,2021-06-30,91983,101020,0.010057992,0,-2
145833,2021-11-03,2021-09-30,91983,101020,-0.10075505,-1,-3
145878,2021-07-29,2021-06-30,92010,402030,-0.035191987,1,-1
145879,2021-11-15,2021-09-30,92010,402030,,19,17
145992,2021-02-25,2020-12-31,92029,151030,-0.061003614,0,-2
145993,2021-04-29,2021-03-31,92029,151030,0.023436395,0,-2
145994,2021-07-29,2021-06-30,92029,151030,0.0040123346,0,-2
145995,2021-10-28,2021-09-30,92029,151030,-0.027437126,0,-2
146012,2021-02-25,2020-12-31,92032,352010,-0.03667048,-7,-6
146013,2021-05-06,2021-03-31,92032,352010,0.0018712933,0,-2
146014,2021-08-05,2021-06-30,92032,352010,0.045036703,0,-2
146015,2021-11-04,2021-09-30,92032,352010,-0.03867539,0,-6
146081,2021-08-05,2021-06-30,92035,101020,-0.007941446,0,-2
146082,2021-11-04,2021-09-30,92035,101020,-0.18427104,0,-2
146158,2021-03-01,2020-12-31,92040,352010,-0.08685475,0,-2
146159,2021-05-10,2021-03-31,92040,352010,0.018879278,4,2
146160,2021-08-05,2021-06-30,92040,352010,0.11495287,-4,-6
146161,2021-11-09,2021-09-30,92040,352010,-0.024274783,5,3
146210,2021-03-10,2020-12-31,92041,403010,0.032562602,13,0
146211,2021-08-03,2021-06-30,92041,403010,-0.01103522,-1,-3
146212,2021-11-03,2021-09-30,92041,403010,-0.03354519,0,-2
146262,2021-01-19,2020-12-31,92043,402030,-0.011784039,0,-2
146263,2021-04-20,2021-03-31,92043,402030,-0.032876987,0,-2
146264,2021-07-20,2021-06-30,92043,402030,-0.009802638,0,-2
146265,2021-10-19,2021-09-30,92043,402030,0.03786918,0,-2
146362,2021-02-23,2020-12-31,92050,351010,-0.0071327435,0,-2
146363,2021-05-06,2021-03-31,92050,351010,-0.13450092,0,-2
146364,2021-08-05,2021-06-30,92050,351010,-0.016804082,0,-2
146365,2021-11-04,2021-09-30,92050,351010,-0.039384745,0,-1
146410,2021-02-10,2020-12-31,92052,502010,-0.0038071435,0,-2
146411,2021-05-05,2021-03-31,92052,502010,-0.023447134,0,-2
146412,2021-08-04,2021-06-30,92052,502010,0.11642813,0,-2
146413,2021-11-03,2021-09-30,92052,502010,-0.018633964,0,-2
146435,2021-03-08,2020-12-31,92089,252010,-0.025790889,6,4
146436,2021-08-03,2021-06-30,92089,252010,-0.016898068,0,-2
146437,2021-11-02,2021-09-30,92089,252010,-0.0860135,5,3
146540,2021-02-23,2020-12-31,92095,452010,-0.106769845,0,-2
146541,2021-05-04,2021-03-31,92095,452010,-0.041357417,-8,-9
146542,2021-08-03,2021-06-30,92095,452010,-0.010902644,-1,-3
146543,2021-11-03,2021-09-30,92095,452010,0.100254536,-1,-3
146588,2021-02-23,2020-12-31,92096,352020,0.08516535,0,-2
146589,2021-05-04,2021-03-31,92096,352020,0.05373845,0,-2
146590,2021-08-03,2021-06-30,92096,352020,-0.09027042,0,-2
146591,2021-11-09,2021-09-30,92096,352020,0.01925322,8,6
146598,2021-02-11,2020-12-31,92097,451020,-0.18945846,15,13
146631,2021-11-08,2021-09-30,92102,502010,-0.031547625,-1,-2
146716,2021-01-27,2020-12-31,92108,402030,0.05546471,-1,-3
146717,2021-04-22,2021-03-31,92108,402030,0.07415561,0,-2
146718,2021-07-22,2021-06-30,92108,402030,0.054726586,0,-2
146719,2021-10-21,2021-09-30,92108,402030,0.08112118,-6,-8
146750,2021-08-04,2021-06-30,92111,403010,0.09691615,0,-2
146751,2021-11-03,2021-09-30,92111,403010,0.028587854,0,-3
146794,2021-01-20,2020-12-31,92121,402020,-0.029433751,-1,-3
146795,2021-04-21,2021-03-31,92121,402020,0.02389753,-1,-2
146796,2021-07-21,2021-06-30,92121,402020,0.02289015,0,-2
146797,2021-10-20,2021-09-30,92121,402020,-0.06080313,0,-2
146885,2021-02-04,2020-12-31,92143,451030,-0.06525076,0,-2
146886,2021-05-04,2021-03-31,92143,451030,-0.039908435,0,-2
146887,2021-08-03,2021-06-30,92143,451030,-0.0076779663,5,3
146888,2021-11-02,2021-09-30,92143,451030,-0.025817202,5,3
147025,2021-01-27,2020-12-31,92157,452030,-0.041153383,0,-2
147026,2021-04-21,2021-03-31,92157,452030,0.024277933,-6,-8
147027,2021-07-28,2021-06-30,92157,452030,0.050645605,0,-2
147028,2021-10-27,2021-09-30,92157,452030,-0.016628485,0,-2
147526,2021-02-23,2020-12-31,92220,351010,0.0029836067,6,4
147527,2021-04-26,2021-03-31,92220,351010,-0.0733391,-1,-3
147528,2021-07-27,2021-06-30,92220,351010,-0.028296076,0,-2
147529,2021-10-26,2021-09-30,92220,351010,0.011654561,0,-2
147579,2021-03-01,2020-12-31,92221,255020,-1.2382441e-06,19,19
147580,2021-05-05,2021-03-31,92221,255020,-0.015086112,0,-1
147581,2021-08-04,2021-06-30,92221,255020,0.108069845,-5,-7
147582,2021-11-04,2021-09-30,92221,255020,0.04035381,0,-1
147684,2021-02-09,2020-12-31,92229,451020,-0.045682773,5,3
147864,2021-02-22,2020-12-31,92245,101010,-0.028462682,5,3
147865,2021-04-29,2021-03-31,92245,101010,0.006172536,-4,-6
147866,2021-07-29,2021-06-30,92245,101010,0.0039556767,-4,-2
147867,2021-11-01,2021-09-30,92245,101010,-0.016873857,0,-2
148008,2021-02-09,2020-12-31,92261,451020,0.0047634705,5,3
148009,2021-05-10,2021-03-31,92261,451020,-0.026234068,0,-2
148010,2021-08-05,2021-06-30,92261,451020,0.015022431,0,-2
148011,2021-11-09,2021-09-30,92261,451020,-0.00053629244,8,6
148053,2021-02-25,2020-12-31,92263,201070,-0.021323215,0,-2
148054,2021-05-13,2021-03-31,92263,201070,-0.035114102,7,4
148154,2021-02-04,2020-12-31,92293,451030,0.31685185,0,-2
148155,2021-05-06,2021-03-31,92293,451030,-0.16158208,0,-2
148156,2021-08-05,2021-06-30,92293,451030,-0.07035791,0,-2
148157,2021-11-04,2021-09-30,92293,451030,-0.17109475,0,-2
148249,2021-03-16,2020-12-31,92301,403010,0.005692046,-2,-3
148250,2021-05-27,2021-03-31,92301,403010,-0.012819928,1,0
148251,2021-08-23,2021-06-30,92301,403010,-0.047404516,0,-2
148252,2021-11-23,2021-09-30,92301,403010,-0.032767724,0,-2
148321,2021-01-28,2020-12-31,92303,401010,0.008089779,7,5
148322,2021-04-27,2021-03-31,92303,401010,-0.0025835,0,-2
148323,2021-07-27,2021-06-30,92303,401010,0.0069693164,0,-2
148324,2021-10-28,2021-09-30,92303,401010,0.003943031,2,0
148372,2021-02-25,2020-12-31,92309,402030,0.050355792,0,-2
148373,2021-05-06,2021-03-31,92309,402030,-0.023363134,0,-2
148374,2021-08-05,2021-06-30,92309,402030,-0.0023730819,0,-2
148375,2021-11-04,2021-09-30,92309,402030,0.024422195,0,-2
148443,2021-01-28,2020-12-31,92318,401010,-0.05224201,7,5
148444,2021-04-29,2021-03-31,92318,401010,0.01184115,3,0
148445,2021-07-29,2021-06-30,92318,401010,-0.008377095,7,5
148446,2021-10-28,2021-09-30,92318,401010,0.01913125,7,5
148515,2021-02-22,2020-12-31,92326,101020,0.07535761,5,3
148516,2021-05-03,2021-03-31,92326,101020,-0.0007660222,-2,-4
148517,2021-08-02,2021-06-30,92326,101020,0.009237399,0,-2
148518,2021-11-01,2021-09-30,92326,101020,-0.1351525,0,-2
148620,2021-02-23,2020-12-31,92343,601010,-0.07696531,7,5
148621,2021-04-27,2021-03-31,92343,601010,-0.017480096,6,4
148622,2021-07-28,2021-06-30,92343,601010,-0.00047653238,0,-2
148623,2021-10-26,2021-09-30,92343,601010,0.00158705,0,-1
148678,2021-02-02,2020-12-31,92354,402030,0.0071454453,0,-2
148679,2021-04-20,2021-03-31,92354,402030,-0.023728227,0,-2
148680,2021-07-20,2021-06-30,92354,402030,0.06832814,-7,-9
148681,2021-10-19,2021-09-30,92354,402030,-0.009595703,0,-2
148702,2021-07-30,2021-06-30,92355,401010,0.006790958,0,-2
148703,2021-10-29,2021-09-30,92355,401010,-0.05731791,0,-2
148769,2021-02-17,2020-12-31,92379,201070,0.034981627,8,6
148770,2021-05-11,2021-03-31,92379,201070,-0.015890732,8,6
148771,2021-08-05,2021-06-30,92379,201070,0.041966084,-7,-9
148772,2021-11-04,2021-09-30,92379,201070,-0.0077662,-7,-9
148797,2021-02-10,2020-12-31,92385,402040,0.01712925,0,-2
148798,2021-05-05,2021-03-31,92385,402040,-0.010086349,0,-2
148799,2021-08-04,2021-06-30,92385,402040,0.026400309,0,-2
148800,2021-11-03,2021-09-30,92385,402040,0.027767343,0,-2
148902,2021-03-02,2020-12-31,92400,255040,-0.037799712,5,5
148903,2021-05-05,2021-03-31,92400,255040,-0.007914936,6,-24
148904,2021-08-04,2021-06-30,92400,255040,0.010506119,-1,-2
148905,2021-11-03,2021-09-30,92400,255040,-0.0700007,2,0
148945,2021-01-28,2020-12-31,92402,402030,0.02531983,0,-2
148946,2021-04-27,2021-03-31,92402,402030,-0.0031382078,0,-2
148947,2021-07-27,2021-06-30,92402,402030,0.033788893,0,-2
148948,2021-10-26,2021-09-30,92402,402030,-0.03042853,0,-2
148985,2021-02-11,2020-12-31,92405,402030,0.09658448,0,-2
148986,2021-05-05,2021-03-31,92405,402030,0.010684398,0,-2
148987,2021-08-04,2021-06-30,92405,402030,0.027755974,-1,-3
148988,2021-11-03,2021-09-30,92405,402030,-0.045592118,-5,-7
149042,2021-03-24,2020-12-31,92426,203030,-0.05485885,42,42
149043,2021-07-27,2021-06-30,92426,203030,-0.0675298,-1,-3
149096,2021-03-09,2020-12-31,92428,253020,0.07435406,0,-2
149097,2021-05-10,2021-03-31,92428,253020,-0.09460224,0,-2
149098,2021-08-09,2021-06-30,92428,253020,-0.105940826,0,-2
149099,2021-11-08,2021-09-30,92428,253020,-0.013126113,0,-2
149166,2021-02-03,2020-12-31,92432,351020,-0.018172976,0,-2
149167,2021-04-29,2021-03-31,92432,351020,-0.015300063,-11,-13
149168,2021-07-28,2021-06-30,92432,351020,-0.025934573,-7,-9
149169,2021-10-27,2021-09-30,92432,351020,0.10345851,0,-2
149227,2021-01-28,2020-12-31,92443,401020,-0.026049066,1,-1
149228,2021-04-28,2021-03-31,92443,401020,-0.014801256,0,-2
149229,2021-07-28,2021-06-30,92443,401020,0.01521545,7,5
149230,2021-10-27,2021-09-30,92443,401020,0.019284792,0,-3
149357,2021-02-23,2020-12-31,92457,451020,-0.059626024,5,3
149358,2021-05-10,2021-03-31,92457,451020,0.005894422,4,1
149427,2021-02-11,2020-12-31,92466,201040,-0.14012258,7,5
149428,2021-06-01,2021-03-31,92466,201040,-0.07792069,-2,-4
149429,2021-08-04,2021-06-30,92466,201040,0.0104073575,0,-2
149430,2021-11-09,2021-09-30,92466,201040,-0.002141326,5,3
149464,2021-07-28,2021-06-30,92467,201030,-0.039662067,0,-2
149465,2021-10-27,2021-09-30,92467,201030,-0.058516726,0,-2
149466,2021-02-08,2020-12-31,92468,352010,0.13523538,4,1
149467,2021-05-10,2021-03-31,92468,352010,0.013566277,0,-2
149515,2021-02-23,2020-12-31,92469,501010,-0.00019564065,5,3
149516,2021-05-06,2021-03-31,92469,501010,0.08872517,0,-2
149517,2021-08-03,2021-06-30,92469,501010,0.08519401,-2,-4
149518,2021-11-09,2021-09-30,92469,501010,0.058971096,5,3
149539,2021-02-17,2020-12-31,92470,203030,-0.061403587,0,-2
149540,2021-05-19,2021-03-31,92470,203030,0.03082407,0,-8
149541,2021-08-05,2021-06-30,92470,203030,-0.0025922097,0,-1
149542,2021-11-16,2021-09-30,92470,203030,-0.008595896,0,-1
149576,2021-02-17,2020-12-31,92477,402040,-0.036384705,0,-2
149577,2021-04-21,2021-03-31,92477,402040,0.011164875,-8,-10
149578,2021-07-22,2021-06-30,92477,402040,-0.07040239,1,-1
149579,2021-10-27,2021-09-30,92477,402040,-0.012616453,7,5
149658,2021-01-26,2020-12-31,92493,253020,0.010619276,0,-1
149659,2021-04-20,2021-03-31,92493,253020,-0.06729238,-6,-8
149660,2021-08-10,2021-06-30,92493,253020,0.123374954,0,-2
149661,2021-10-19,2021-09-30,92493,253020,0.030419778,-6,-8
149727,2021-02-24,2020-12-31,92502,601020,0.031042332,0,-2
149728,2021-05-05,2021-03-31,92502,601020,-0.06510407,0,-2
149729,2021-08-04,2021-06-30,92502,601020,0.042745523,0,-2
149730,2021-11-03,2021-09-30,92502,601020,0.025945632,0,-2
149790,2021-02-25,2020-12-31,92506,351020,0.075605616,0,-2
149791,2021-05-06,2021-03-31,92506,351020,0.021123974,0,-2
149792,2021-08-05,2021-06-30,92506,351020,-0.0057084016,0,-2
149793,2021-11-05,2021-09-30,92506,351020,-0.005319802,0,-2
149828,2021-02-25,2020-12-31,92518,101020,-0.023517504,0,-2
149829,2021-05-13,2021-03-31,92518,101020,0.014878453,-7,-9
149830,2021-08-05,2021-06-30,92518,101020,-0.08673304,-7,-9
149831,2021-11-04,2021-09-30,92518,101020,-0.020368056,-7,-9
149895,2021-01-26,2020-12-31,92523,401020,-0.086475424,0,-2
149896,2021-04-23,2021-03-31,92523,401020,0.24174425,3,1
149897,2021-07-22,2021-06-30,92523,401020,-0.022504728,2,0
149898,2021-10-26,2021-09-30,92523,401020,-0.018120375,0,-2
149987,2021-08-30,2021-06-30,92543,201030,-0.064452544,4,2
149988,2021-12-07,2021-09-30,92543,201030,-0.028446974,6,5
150033,2021-02-03,2020-12-31,92550,551030,0.0035587584,-5,-7
150034,2021-05-06,2021-03-31,92550,551030,-0.006253074,0,-3
150035,2021-08-05,2021-06-30,92550,551030,0.02111511,0,-1
150036,2021-11-03,2021-09-30,92550,551030,0.010681067,-6,-7
150062,2021-12-22,2021-09-30,92557,252010,0.11606227,-7,-24
150122,2021-02-18,2020-12-31,92570,251010,0.0013747992,7,5
150123,2021-04-28,2021-03-31,92570,251010,-0.045974415,-1,-3
150124,2021-07-30,2021-06-30,92570,251010,0.026838912,1,-1
150125,2021-10-26,2021-09-30,92570,251010,-0.0616534,-1,-3
150201,2021-03-01,2020-12-31,92588,202010,-0.05982051,-2,-2
150202,2021-05-04,2021-03-31,92588,202010,-0.0035253952,6,4
150203,2021-07-28,2021-06-30,92588,202010,-0.0004135744,7,5
150204,2021-10-20,2021-09-30,92588,202010,0.007957816,7,5
150213,2021-03-30,2020-12-31,92589,251010,0.040056765,19,-30
150214,2021-08-09,2021-06-30,92589,251010,0.16807719,0,-2
150215,2021-11-09,2021-09-30,92589,251010,-0.053878848,0,-1
150217,2021-08-12,2021-06-30,92594,352010,0.105455935,0,-2
150218,2021-11-15,2021-09-30,92594,352010,-0.16139612,3,-2
150257,2021-02-11,2020-12-31,92596,501010,0.00093005534,-12,-14
150258,2021-04-20,2021-03-31,92596,501010,-0.060523976,-7,-9
150259,2021-07-20,2021-06-30,92596,501010,0.08793861,-7,-9
150260,2021-10-19,2021-09-30,92596,501010,0.057757992,0,-2
150308,2021-02-03,2020-12-31,92597,201060,0.0029850435,0,-2
150309,2021-05-04,2021-03-31,92597,201060,-0.08594413,-1,-3
150310,2021-08-04,2021-06-30,92597,201060,0.0077545065,0,-2
150311,2021-11-17,2021-09-30,92597,201060,0.011812207,7,5
150335,2021-03-12,2020-12-31,92601,101020,-0.02172622,11,-1
150336,2021-08-05,2021-06-30,92601,101020,0.027654028,0,-3
150337,2021-11-05,2021-09-30,92601,101020,0.01664149,0,-2
150383,2021-02-04,2020-12-31,92602,302030,0.046079125,0,-2
150384,2021-04-20,2021-03-31,92602,302030,0.018450337,0,-2
150385,2021-07-20,2021-06-30,92602,302030,-0.02467553,0,-2
150386,2021-10-19,2021-09-30,92602,302030,-0.027341723,0,-2
150446,2021-01-28,2020-12-31,92611,451020,-0.0065454957,0,-2
150447,2021-04-27,2021-03-31,92611,451020,0.0135127865,-2,-4
150448,2021-07-27,2021-06-30,92611,451020,-0.0058283024,0,-2
150449,2021-10-26,2021-09-30,92611,451020,-0.06606898,-1,-3
150495,2021-02-24,2020-12-31,92614,551040,-0.031873517,7,6
150496,2021-05-03,2021-03-31,92614,551040,0.014359225,-2,-4
150497,2021-08-02,2021-06-30,92614,551040,0.024581144,-2,-4
150498,2021-11-02,2021-09-30,92614,551040,-0.028870426,-1,-3
150601,2021-03-01,2020-12-31,92621,151010,-0.022135418,0,-2
150602,2021-05-03,2021-03-31,92621,151010,0.079845086,-2,-4
150603,2021-08-02,2021-06-30,92621,151010,0.09243763,0,-2
150604,2021-11-01,2021-09-30,92621,151010,-0.17766778,0,-2
150682,2021-02-18,2020-12-31,92648,201060,0.115686275,-1,-3
150683,2021-04-29,2021-03-31,92648,201060,-0.007401125,-7,-9
150684,2021-07-29,2021-06-30,92648,201060,0.012301314,-7,-9
150685,2021-11-04,2021-09-30,92648,201060,-0.022887321,7,5
150741,2021-01-20,2020-12-31,92655,351020,-0.015305484,7,5
150742,2021-04-15,2021-03-31,92655,351020,0.036017824,1,-1
150743,2021-07-15,2021-06-30,92655,351020,0.006233397,1,-1
150744,2021-10-14,2021-09-30,92655,351020,0.030691018,1,-1
150869,2021-01-25,2020-12-31,92680,402040,0.0023789709,-2,-4
150870,2021-04-26,2021-03-31,92680,402040,0.0068287123,-2,-4
150871,2021-07-26,2021-06-30,92680,402040,-0.0047991863,0,-2
150872,2021-10-25,2021-09-30,92680,402040,-0.007622345,0,-2
150925,2021-03-16,2020-12-31,92685,401010,-0.007441938,47,45
